,time,index,y,velY
0,0.0,0,-0.011684999999999945,-0.056840347166557476
1,0.011111,1,-0.012043999999999944,-0.04457533513489417
2,0.022222,2,-0.012367999999999935,-0.0368678133689047
3,0.033333,3,-0.012778999999999874,-0.036929091636299136
4,0.044444,4,-0.013460999999999945,-0.04915485272122182
5,0.05555499999999999,5,-0.014122999999999886,-0.054367724263587255
6,0.066666,6,-0.014677999999999969,-0.052159111884294895
7,0.077777,7,-0.015122999999999998,-0.04610475619415126
8,0.088888,8,-0.015050999999999926,-0.019812345696748387
9,0.09999899999999999,9,-0.01464999999999983,0.008139007603434634
10,0.11110999999999999,10,-0.014353999999999978,0.01738963700304267
11,0.122221,11,-0.013743999999999978,0.03614509300426634
12,0.133332,12,-0.013177999999999912,0.043542801204683186
13,0.144443,13,-0.012602000000000002,0.047691659804929565
14,0.155554,14,-0.011541999999999941,0.07154630690723757
15,0.16666499999999998,15,-0.00983199999999984,0.11272392296131838
16,0.177776,16,-0.008027999999999924,0.13754277328877354
17,0.188887,17,-0.005963999999999858,0.1616523154536778
18,0.19999799999999998,18,-0.0030969999999999054,0.2098424478897384
19,0.211109,19,0.0003910000000000302,0.2618827935605625
20,0.22221999999999997,20,0.004862000000000144,0.33213840875040607
21,0.23333099999999998,21,0.010275000000000034,0.40965664024955684
22,0.244442,22,0.015847000000000167,0.4555708275498586
23,0.255553,23,0.021231,0.4700678365991501
24,0.266664,24,0.027471000000000023,0.5158367263276564
25,0.277775,25,0.03289200000000014,0.5018658026382283
26,0.288886,26,0.03845200000000015,0.5011354033441349
27,0.29999699999999996,27,0.043903000000000025,0.4958651546465914
28,0.311108,28,0.049211000000000116,0.486794965947186
29,0.322219,29,0.05396000000000001,0.4571046200449589
30,0.33332999999999996,30,0.059311000000000114,0.46934971799656394
31,0.344441,31,0.06354499999999996,0.4252067643173284
32,0.355552,32,0.06774900000000006,0.40178527397758673
33,0.36666299999999996,33,0.07237899999999997,0.4092447205096246
34,0.377774,34,0.07680299999999995,0.4037043510747198
35,0.388885,35,0.08157900000000007,0.41677432475885723
36,0.39999599999999996,36,0.08593899999999999,0.4045891243990452
37,0.411107,37,0.09030300000000002,0.39867652601916237
38,0.422218,38,0.09448199999999995,0.3873951435783839
39,0.43332899999999996,39,0.09876600000000013,0.3864794996084781
40,0.44443999999999995,40,0.10240700000000014,0.357086388270624
41,0.455551,41,0.10601600000000011,0.34094981820155146
42,0.46666199999999997,42,0.10997699999999999,0.3487216915685951
43,0.47777299999999995,43,0.11393600000000004,0.35251762735211534
44,0.488884,44,0.11505200000000015,0.226479315881085
45,0.49999499999999997,45,0.11746600000000007,0.22187074425140185
46,0.511106,46,0.11951800000000001,0.20327629553493243
47,0.5222169999999999,47,0.12134599999999995,0.18389897037568964
48,0.533328,48,0.12324900000000016,0.17758534154641786
49,0.544439,49,0.12550300000000014,0.19022368508335108
50,0.55555,50,0.12645600000000012,0.13799727139596327
51,0.566661,51,0.12764200000000003,0.1223691694033146
52,0.577772,52,0.12843099999999996,0.09668993975520462
53,0.5888829999999999,53,0.12889600000000012,0.06927017912970201
54,0.5999939999999999,54,0.129289,0.052320266416613484
55,0.611105,55,0.12979000000000007,0.04870535866056508
56,0.622216,56,0.1301000000000001,0.03830281883167902
57,0.633327,57,0.13036099999999995,0.030896526867007033
58,0.644438,58,0.13055600000000012,0.02422335118438855
59,0.6555489999999999,59,0.130706,0.018861743092863544
60,0.6666599999999999,60,0.13068800000000014,0.008620863446357456
61,0.677771,61,0.13044800000000012,-0.006489676277902093
62,0.688882,62,0.13019800000000004,-0.014494950640079815
63,0.699993,63,0.13009000000000004,-0.012107523920525777
64,0.711104,64,0.12986600000000004,-0.01613386276127099
65,0.7222149999999999,65,0.129494,-0.024807098782311267
66,0.7333259999999999,66,0.12912100000000004,-0.0291887172428322
67,0.7444369999999999,67,0.12844800000000012,-0.044879661474441196
68,0.755548,68,0.1280030000000001,-0.04246503098922441
69,0.766659,69,0.127405,-0.04814278459730767
70,0.77777,70,0.12697400000000014,-0.043466586250586525
71,0.7888809999999999,71,0.126571,-0.039868474477113676
72,0.7999919999999999,72,0.12608700000000006,-0.041714455040731666
73,0.8111029999999999,73,0.12549699999999997,-0.04740749302302493
74,0.822214,74,0.12478600000000006,-0.05569906646470778
75,0.833325,75,0.12409099999999995,-0.05912484598548647
76,0.844436,76,0.12345300000000003,-0.058272710095610504
77,0.855547,77,0.12272400000000006,-0.061941683101084874
78,0.8666579999999999,78,0.122139,-0.05729610480317756
79,0.8777689999999999,79,0.121475,-0.05852835120457672
80,0.8888799999999999,80,0.1209690000000001,-0.052034403304560675
81,0.899991,81,0.12084899999999998,-0.03141725565282574
82,0.911102,82,0.1206100000000001,-0.0264637353774829
83,0.922213,83,0.12066299999999996,-0.010846843838509306
84,0.9333239999999999,84,0.12099800000000016,0.009651728832261695
85,0.9444349999999999,85,0.12148899999999996,0.02692108536833124
86,0.9555459999999999,86,0.12235700000000005,0.05252093328807575
87,0.966657,87,0.12356600000000006,0.08066601069947914
88,0.977768,88,0.12459900000000013,0.0868184702043909
89,0.988879,89,0.12626500000000007,0.11837998480969007
90,0.9999899999999999,90,0.12815100000000013,0.14406084111333456
91,1.011101,91,0.13002899999999995,0.15654126566511045
92,1.022212,92,0.13281600000000005,0.20368688699510112
93,1.033323,93,0.13658300000000012,0.27136013866450565
94,1.0444339999999999,94,0.14062400000000008,0.3175268878004358
95,1.055545,95,0.14500800000000003,0.3560454167199436
96,1.066656,96,0.14931300000000003,0.37174964562934465
97,1.077767,97,0.15407400000000004,0.4001219652860977
98,1.088878,98,0.15890700000000013,0.4175481575148015
99,1.0999889999999999,99,0.16388800000000003,0.4329213202298111
100,1.1111,100,0.16857800000000012,0.4275127706360145
101,1.1222109999999998,101,0.174215,0.46742392199336913
102,1.133322,102,0.17911300000000008,0.4541241651187289
103,1.144433,103,0.18406600000000006,0.4499493114316525
104,1.155544,104,0.18873700000000015,0.4351717576868501
105,1.166655,105,0.1931290000000001,0.41522785526318706
106,1.1777659999999999,106,0.19713599999999998,0.3879307307996195
107,1.188877,107,0.20106599999999997,0.37081713391749443
108,1.1999879999999998,108,0.2044410000000001,0.33728508572394067
109,1.211099,109,0.208129,0.3346042024785626
110,1.22221,110,0.21125100000000008,0.30779350615333356
111,1.233321,111,0.21430499999999997,0.291328127390405
112,1.244432,112,0.21743200000000007,0.28638047085927876
113,1.2555429999999999,113,0.22035899999999997,0.2749065525928066
114,1.266654,114,0.22306899999999996,0.259404495808598
115,1.2777649999999998,115,0.22581800000000007,0.2534084849666747
116,1.288876,116,0.22826500000000016,0.2368203436443529
117,1.299987,117,0.23033800000000015,0.21169610468150468
118,1.3110979999999999,118,0.23249399999999998,0.20286902255044656
119,1.322209,119,0.234591,0.19580045493466058
120,1.3333199999999998,120,0.23623499999999997,0.1718809672747274
121,1.344431,121,0.2379880000000001,0.1648262724952575
122,1.355542,122,0.2396720000000001,0.15819389405520767
123,1.366653,123,0.241193,0.1475426314844432
124,1.377764,124,0.242394,0.1278168561976265
125,1.3888749999999999,125,0.24309000000000003,0.09522874130194664
126,1.399986,126,0.24392199999999997,0.08505474505471483
127,1.4110969999999998,127,0.24465800000000004,0.07564770373067259
128,1.422208,128,0.24540000000000006,0.07121418576867625
129,1.433319,129,0.24595800000000012,0.06071734398685178
130,1.4444299999999999,130,0.2465170000000001,0.05551392354594034
131,1.455541,131,0.247247,0.060607290276250586
132,1.4666519999999998,132,0.24784300000000004,0.057123913340809164
133,1.477763,133,0.2483900000000001,0.05317720282286949
134,1.4888739999999998,134,0.24872300000000003,0.04157375126292951
135,1.499985,135,0.2492270000000001,0.04346710243373548
136,1.511096,136,0.249541,0.035863692518277396
137,1.5222069999999999,137,0.24967700000000015,0.024051907459756824
138,1.533318,138,0.24985800000000014,0.020171035180692323
139,1.5444289999999998,139,0.25005999999999995,0.019175608491246776
140,1.55554,140,0.25038800000000005,0.02434795184710417
141,1.566651,141,0.25071600000000016,0.02693412352503287
142,1.5777619999999999,142,0.24994500000000008,-0.021228285190956576
143,1.588873,143,0.2499880000000001,-0.0086791232452841
144,1.5999839999999999,144,0.2500580000000001,-0.001189530122326395
145,1.611095,145,0.25002000000000013,-0.0023047821613334115
146,1.6222059999999998,146,0.25024900000000017,0.009152711970365369
147,1.633317,147,0.25015300000000007,0.00025631278474635977
148,1.644428,148,0.24939500000000003,-0.0339821847110395
149,1.6555389999999999,149,0.249166,-0.027296195406551822
150,1.66665,150,0.24977899999999997,0.013937178149481477
151,1.6777609999999998,151,0.24972300000000014,0.004448563874496207
152,1.688872,152,0.24945300000000015,-0.00992583956396657
153,1.6999829999999998,153,0.24907600000000008,-0.021928089433683032
154,1.711094,154,0.24882400000000016,-0.02230415811797188
155,1.722205,155,0.24800200000000006,-0.0481424489626895
156,1.7333159999999999,156,0.24768800000000013,-0.03820136578275441
157,1.744427,157,0.24754200000000015,-0.02567074859203329
158,1.7555379999999998,158,0.24771300000000007,-0.0051402973452506825
159,1.766649,159,0.248073,0.013630013328990893
160,1.7777599999999998,160,0.24939,0.06608059932042258
161,1.7888709999999999,161,0.2510620000000001,0.10828105206774066
162,1.799982,162,0.25243499999999996,0.115926143890042
163,1.8110929999999998,163,0.25333700000000015,0.09855347784908816
164,1.822204,164,0.2539,0.07461199227707171
165,1.8333149999999998,165,0.2546220000000001,0.0697963210417899
166,1.844426,166,0.25432500000000013,0.02153302686955881
167,1.855537,167,0.253711,-0.016863762867988775
168,1.8666479999999999,168,0.25405999999999995,0.0072732756175730995
169,1.877759,169,0.254003,0.001071612158531229
170,1.8888699999999998,170,0.254356,0.01642096493085628
171,1.899981,171,0.2546600000000001,0.021890619266799846
172,1.9110919999999998,172,0.2549730000000001,0.025030450484808786
173,1.9222029999999999,173,0.2552780000000001,0.026240362493776894
174,1.933314,174,0.25544500000000014,0.020635256397641227
175,1.9444249999999998,175,0.25543899999999997,0.010047625498785849
176,1.955536,176,0.25522500000000004,-0.004606283551567226
177,1.9666469999999998,177,0.25520300000000007,-0.003293151675881106
178,1.977758,178,0.25500600000000007,-0.010511664488827186
179,1.9888689999999998,179,0.255012,-0.00498582954438882
